Marcas,Nombre,Precio normal,Descripción corta,Categorías,Valor(es) del atributo 5
Nike,Nike Dunk High Championship Navy,,"Las zapatillas Nike Dunk High Championship Navy revive uno de los colores OG de la silueta, lanzado en 1985 como parte de la icónica serie ""Be True to Your School"".","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Dunk high
,Nike Dunk High Championship Navy,1075,,,
Nike,Nike Air Max 90 Off Noir,,Las zapatillas Nike Air Max 90 Off Noir presenta una parte superior de lona con superposiciones de gamuza en la puntera y el mediopié con guardabarros negros.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Max 90
,Nike Air Max 90 Off Noir,1288,,,
Nike,Nike Lahar Low Fossil Stone,,Las zapatillas Nike Lahar Low Fossil Stone revive una silueta retro que una vez hizo grandes olas en senderos escarpados.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",
,Nike Lahar Low Fossil Stone,1185,,,
Nike,Nike Air Force 1 Shadow Patchwork,,"Las zapatillas Nike Air Force 1 Shadow Patchwork viene construida en una mezcla de cuero, gamuza y pana detallada con patrones en la puntera, paneles laterales, lengüetas y cuellos.","Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Shadow Patchwork,965,,,
Nike,Nike Air Max 1 x Patta,,Las zapatillas Nike Air Max 1 x Patta reúne al minorista con sede en Ámsterdam en una edición renovada de la silueta retro.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Max 1
,Nike Air Max 1 x Patta,1860,,,
Jordan,Air Jordan 14 Winterized,,Las zapatillas Air Jordan 14 Winterized combina una parte superior moldeada al vacío de primera calidad con gamuza resistente al agua para el invierno.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 14"
,Air Jordan 14 Winterized,1760,,,
Nike,Nike Dunk High Cashmere,,Las zapatillas Nike Dunk High Cashmere dan un toque veraniego a las zapatillas de baloncesto clásicas.,"Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Dunk high
,Nike Dunk High Cashmere,1050,,,
Nike Sb,Nike Dunk Low Goldenrod,,"Las zapatillas Nike Dunk Low Goldenrod con un esquema de color negro, dorado y blanco.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Goldenrod,1240,,,
Nike Sb,Nike SB Dunk Low Fog,,"Las zapatillas Nike Sb Dunk Low Fog presenta una parte superior de gamuza negra con lengüetas de malla y cordones, forro y entresuela de colores a juego.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike SB Dunk Low Fog,2450,,,
Nike,Nike Air Force 1 Lakers,,Las zapatillas Nike Air Force 1 Lakers exhibe los colores característicos de los primeros años de las franquicias en Minneapolis y Los Ángeles.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Lakers,1199,,,
Nike,Nike Air Force 1 Got Em,,Las zapatillas Nike Air Force 1 Got Em ofrece una versión refinada de la silueta icónica.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Got Em,1799,,,
Adidas,Adidas Yeezy 500 Taupe Light,,"Adidas Yeezy 500 Taupe Light es un lanzamiento de verano de 2021 de Kanye West y adidas que hace comparaciones con el colorway ""Blush"" en tonos tierra del modelo de 2018.","Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 500"
,Adidas Yeezy 500 Taupe Light,1799,,,
Adidas,Adidas Yeezy Foam Runner Sand,,"Adidas Yeezy Foam Runner Sand con diseño perforado, puntera de almendra y estilo sin cordones.","Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas",Yeezy
,Adidas Yeezy Foam Runner Sand,1388,,,
Adidas,Adidas Yeezy Boost 350 V2 Mono Ice,,"Adidas Yeezy 350 V2 Mono Ice con detalle de panel transparente, puntera redonda, cierre con cordones en la parte delantera, lengüeta en el talón, plantilla con la marca, suela de goma y franjas laterales distintivas.","Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 350"
,Adidas Yeezy Boost 350 V2 Mono Ice,1750,,,
Adidas,Adidas Yeezy 450 Cloud White,,Adidas Yeezy 450 Cloud White es el lanzamiento de debut del modelo 450 de febrero de 2021.,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas",Yeezy
,Adidas Yeezy 450 Cloud White,2070,,,
Nike,Nike Dunk Low Knicks,,Las zapatillas Nike Dunk Low Knicks consiste en una de las combinaciones de colores especiales inspiradas en el equipo en celebración del 75 aniversario de la NBA y pronto se lanzará.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Knicks,1099,,,
Nike,Nike Dunk Low Chicago,,Las zapatillas Nike Dunk Low Chicago presenta una construcción de cuero completamente suave que consta de una base blanca y superposiciones de negro y rojo chile.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Chicago,1460,,,
Nike,Nike Dunk Low Brooklyn Nets,,Las zapatillas Nike Dunk Low Brooklyn Nets es parte de la NBA y Nike uniendo fuerzas para celebrar el 75 aniversario de la liga.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Brooklyn Nets,1180,,,
Kaws,KAWS Companion Open Edition Vinyl Figure Brown,,"KAWS Companion Open Edition Vinyl Figure Brown Lanzada para conmemorar la exposición de KAWS en Shanghai en el Museo Yuz, la Companion Open Edition en Blush es un nuevo giro en un clásico.","Colección, Colección > Kaws",
,KAWS Companion Open Edition Vinyl Figure Brown - Brown,2280,,,
Kaws,KAWS BFF Open Edition Vinyl Figure,,"KAWS BFF Open Edition Vinyl Figure Lanzada para conmemorar la exposición de KAWS en Shanghai en el Museo Yuz, la Companion Open Edition en Blush es un nuevo giro en un clásico.","Colección, Colección > Kaws",
,KAWS BFF Open Edition Vinyl Figure - Black,2109,,,
Adidas,Adidas Yeezy Boost 350 V2 MX Oat,,Adidas Yeezy 350 V2 MX Oat ofrece una salida vibrante de la paleta de colores típicamente apagados de la marca. ,"Hombres, Hombres > Zapatillas > Adidas, Zapatillas > Adidas, Novedades, Zapatillas > Yeezy, Hombres > Zapatillas, Zapatillas","Yeezy, Yeezy 350"
,Adidas Yeezy Boost 350 V2 MX Oat,1830,,,
Nike,Nike Air Force 1 Low Experimental Halloween,,Las zapatillas Nike Air Force 1 Low Experimental Halloween ofrece una versión refinada de la silueta icónica.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Experimental Halloween,1319,,,
Bape,BAPE Type 1 Bapex Watch,,Bape Type 1 Bapex Watch es una compra de calidad y estilo vanguardista.,"Hombres, Hombres > Accesorios, Novedades, Relojes",
,BAPE Type 1 Bapex Watch - Silver,4199,,,
,BAPE Type 1 Bapex Watch - Gold,4199,,,
Apple,Apple 14 inch MacBook Pro with M1 Pro 2021,,Apple 14 inch MacBook Pro with M1 Pro 2021 ofrece un rendimiento revolucionario para los usuarios profesionales.,"Tecnología > Apple, Tecnología > Apple > MacBook Pro, Novedades, Tecnología","1TB, 512GB"
,Apple 14 inch MacBook Pro with M1 Pro 2021,10499,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,11199,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12150,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12999,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,11199,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12150,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12999,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,13999,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,11699,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12599,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,13499,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,15189,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,10499,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,11199,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12150,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12999,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,11199,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12150,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12999,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,13999,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,11699,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,12599,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,13499,,,
,Apple 14 inch MacBook Pro with M1 Pro 2021,15189,,,
Nike,Nike Air Presto Halloween,,Las zapatillas Nike Air Presto Halloween celebran la temporada espeluznante con una paleta de colores adecuada resaltada por una parte superior de tela negra con detalles en naranja contrastante.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",
,Nike Air Presto Halloween,1230,,,
Jordan,Air Jordan 1 Mid Grey Fog,,Las zapatillas Air Jordan 1 Mid Grey Fog es una combinación de colores para mujer del primer zapato exclusivo de Michael Jordan en su estilo mid-top que destaca por su versatilidad.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Grey Fog,1480,,,
Nike Sb,Nike SB Dunk High Strawberry Cough,,"Las zapatillas Nike Sb Dunk High Strawberry Cough presenta una puntera de cuero perforada roja, superposiciones de cuero a tono en el antepié y un panel medio de cuero rojo, todo con acentos de textura de puntos que recuerdan a las semillas encontradas.","Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike Dunk high
,Nike SB Dunk High Strawberry Cough,3380,,,
Jordan,Air Jordan 1 Zoom CMFT Lemon Twist,,"Las zapatillas Air Jordan 1 Zoom CMFT Lemon Twist Vestido con un esquema de color Pearl White, Fossil, Lemon Twist y White.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Zoom CMFT Lemon Twist,1170,,,
Jordan,Air Jordan 12 Royalty Taxi,,Las zapatillas Air Jordan 12 Royalty Taxi agrega acentos dorados a un diseño de dos tonos que recuerda el colorway OG 'Taxi' de 1996.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 12"
,Air Jordan 12 Royalty Taxi,1790,,,
Jordan,Air Jordan 3 Pine Green,,Las zapatillas Air Jordan 3 Pine Green combina bloques de color estilo OG con materiales actualizados.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 3"
,Air Jordan 3 Pine Green,1635,,,
Jordan,Air Jordan 1 Zoom CMFT Gold Laser,,Las zapatillas Air Jordan 1 Zoom CMFT Gold Laser rehace el primer Air Jordan con la innovación ligera Zoom Air para una amortiguación del embrague durante todo el día.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Zoom CMFT Gold Laser,1488,,,
Nike,Nike Air Force 1 Low Halloween 2021,,Las zapatillas Nike Air Force 1 Low Experimental Halloween se adaptan al espíritu de la temporada con una parte superior de cuero negro de primera calidad parcialmente cubierta con un estampado tonal compuesto por ojos que miran fijamente.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Halloween 2021,1160,,,
Nike,Nike Air Force 1 Low Siempre Familia,,"Las zapatillas Nike Air Force 1 Siempre Familia muestra detalles únicos inspirados en Mictlán, el inframundo de la mitología azteca.","Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Siempre Familia,1230,,,
Jordan,Air Jordan 1 Mid Sisterhood,,Las zapatillas Air Jordan 1 Mid Sisterhood actualizan la silueta clásica con detalles únicos en una estructura totalmente de cuero.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Sisterhood,1407,,,
Jordan,Air Jordan 1 Mid Sheila Rashid,,"Las zapatillas Air Jordan 1 Mid Sheila Rashid presenta bloques de color divididos en la parte superior, combinando un antepié de cuero púrpura con gamuza gris peluda en el panel lateral y el talón.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Sheila Rashid,1070,,,
Jordan,Air Jordan 1 Mid Siempre Familia,,"Las zapatillas Air Jordan 1 Mid Siempre Familia está vestido con un diseño único inspirado en Mictlán, el inframundo de la mitología azteca que se extiende por nueve niveles.","Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Siempre Familia,1270,,,
Nike Sb,Nike SB Dunk Low Mummy,,Las zapatillas Nike Sb Dunk Low Mummy celebran Halloween con un diseño único inspirado en el clásico monstruo de celuloide.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike SB Dunk Low Mummy,3080,,,
Nike Sb,Nike Dunk Low Premium Halloween,,Las zapatillas Nike Sb Dunk Low Premium Halloween suena en la temporada espeluznante con una suela de goma translúcida que brilla en la oscuridad.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike SB Dunk low
,Nike Dunk Low Premium Halloween,1699,,,
Nike,Nike Air Force 1 Low Purple Skeleton,,Las zapatillas Nike Air Force 1 Low Purple Skeleton las zapatillas de baloncesto retro con un cambio de imagen juguetonamente macabro. ,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Low Purple Skeleton,1390,,,
Nike,Nike Air Force 1 Pink Foam,,"Las zapatillas Nike Air Force 1 Pink Foam presenta un textil rosado que aparece en la puntera, el panel lateral, las lengüetas y los talones con un tono más claro de cuero rosado que se usa en las superposiciones y los ojales.","Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Air Force 1
,Nike Air Force 1 Pink Foam,1099,,,
,Nike Air Force 1 Low Fontanka,1130,,,
Jordan,Air Jordan 1 Mid Fearless Clot,,Las zapatillas Air Jordan 1 Mid Fearless Clot lanzado como parte de una colaboración con Edison Chen.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid Fearless Clot,2380,,,
Jordan,Air Jordan 1 Mid SE Union Black Toe,,Las zapatillas Air Jordan 1 Mid SE Union Black Toe presenta un esquema de color familiar empleado por algunos de los zapatos más codiciados en la historia de la marca Jordan.,"Hombres, Hombres > Zapatillas > Jordan, Zapatillas > Jordan, Novedades, Hombres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
,Air Jordan 1 Mid SE Union Black Toe,1199,,,
Nike,Nike Dunk High Toasty,,"Las zapatillas Nike Dunk High Toasty otorgan a la silueta clásica un cambio de imagen listo para el invierno, resaltado por un 20% de contenido reciclado por peso.","Mujeres, Mujeres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas",Nike Dunk high
,Nike Dunk High Toasty,1240,,,
Nike Sb,Nike SB Dunk High Unicorn,,Las zapatillas Nike Sb Dunk High Unicorn está extraído de una serie colaborativa que celebra los Juegos Olímpicos de verano de Tokio 2021.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike Dunk high
,Nike SB Dunk High Unicorn,2180,,,
Nike Sb,Nike SB Dunk High Banshee,,Las zapatillas Nike Sb Dunk High Banshee se inspira en la franquicia de ciencia ficción de larga duración que comenzó con la serie de televisión de anime de 1979 ' Mobile Suit Gundam.,"Hombres, Hombres > Zapatillas > Nike Sb, Zapatillas > Nike Sb, Novedades, Hombres > Zapatillas, Zapatillas",Nike Dunk high
,Nike SB Dunk High Banshee,2090,,,
Nike,Nike Air Max 1 Patta Noise Aqua,,Las zapatillas Nike Air Max 1 Patta Noise Aqua vuelve a reunir a los socios creativos en otra colaboración AM1.,"Hombres, Hombres > Zapatillas > Nike, Zapatillas > Nike, Novedades, Hombres > Zapatillas, Zapatillas",Nike Air Max 1
,Nike Air Max 1 Patta Noise Aqua,1599,,,
Jordan,Air Jordan 14 Low Shocking Pink,,Las zapatillas Air Jordan 14 Low Shocking Pink recibe un cambio de imagen enérgico.,"Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 14"
,Air Jordan 14 Low Shocking Pink,1399,,,
Jordan,Air Jordan 1 Low Se Utility,,"Las zapatillas Air Jordan 1 Low Se Utility vestido con un esquema de color blanco, negro y rojo gimnasio.","Mujeres, Zapatillas > Jordan, Mujeres > Zapatillas > Nike, Novedades, Mujeres > Zapatillas, Zapatillas","Air Jordan, Air Jordan 1"
